Iter	Posterior	Likelihood	Prior	t_s0	t_s1	t_c0	t_c1	t_c2	t_c3	b0_s0	b0_s1	b0_c	b1_s0	b1_s1	b1_c	b2_s0	b2_s1	b2_c	b3_s0	b3_s1	b3_c	b4_s0	b4_s1	b4_c	b5_s0	b5_s1	b5_c	b6_s0	b6_s1	b6_c	b7_s0	b7_s1	b7_c	b8_s0	b8_s1	b8_c	b9_s0	b9_s1	b9_c	b10_s0	b10_s1	b10_c	b11_s0	b11_s1	b11_c	b12_s0	b12_s1	b12_c	b13_s0	b13_s1	b13_c	b14_s0	b14_s1	b14_c	b15_s0	b15_s1	b15_c	b16_s0	b16_s1	b16_c	b17_s0	b17_s1	b17_c	b18_s0	b18_s1	b18_c	b19_s0	b19_s1	b19_c	b20_s0	b20_s1	b20_c	b21_s0	b21_s1	b21_c	b22_s0	b22_s1	b22_c	b23_s0	b23_s1	b23_c	b24_s0	b24_s1	b24_c	b25_s0	b25_s1	b25_c	b26_s0	b26_s1	b26_c	b27_s0	b27_s1	b27_c	b28_s0	b28_s1	b28_c	b29_s0	b29_s1	b29_c	b30_s0	b30_s1	b30_c	b31_s0	b31_s1	b31_c	b32_s0	b32_s1	b32_c	b33_s0	b33_s1	b33_c	b34_s0	b34_s1	b34_c	b35_s0	b35_s1	b35_c	b36_s0	b36_s1	b36_c	b37_s0	b37_s1	b37_c	b38_s0	b38_s1	b38_c	b39_s0	b39_s1	b39_c	b40_s0	b40_s1	b40_c	b41_s0	b41_s1	b41_c	b42_s0	b42_s1	b42_c	b43_s0	b43_s1	b43_c
435500	-106.524	-110.92	4.39639	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
435600	-106.773	-111.15	4.37719	2	9	8	5	1	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
435700	-106.28	-110.377	4.09721	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
435800	-107.102	-107.772	0.66963	2	9	8	5	1	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
435900	-106.233	-109.079	2.84621	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
436000	-106.631	-110.713	4.08144	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
436100	-107.272	-110.944	3.67165	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
436200	-106.125	-108.57	2.445	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
436300	-106.213	-111.062	4.84873	2	9	8	5	1	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
436400	-105.313	-110.288	4.97468	2	9	8	5	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
436500	-112.782	-117.625	4.84306	2	10	8	5	0	9	0	0	3	1	0	3	0	0	3	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	3	0	0	1	0	0	1	0	0	3	0	0	3
436600	-108.161	-111.44	3.27901	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
436700	-108.325	-111.185	2.86081	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
436800	-107.018	-109.227	2.20908	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
436900	-108.54	-111.347	2.80697	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437000	-108.397	-109.354	0.956727	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437100	-106.877	-110.866	3.98895	2	9	8	5	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437200	-108.512	-108.988	0.476385	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437300	-106.505	-108.736	2.23128	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437400	-107.702	-112.928	5.22551	2	9	8	5	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437500	-106.153	-111.274	5.12169	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437600	-107.521	-109.341	1.82011	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437700	-105.295	-110.138	4.84365	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437800	-105.952	-109.068	3.11603	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
437900	-106.197	-111.424	5.2272	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
438000	-107.759	-111.12	3.36191	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
438100	-107.067	-112.353	5.28597	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
438200	-106.1	-107.623	1.52289	2	9	8	5	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
438300	-106.14	-108.727	2.58755	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
438400	-108.675	-109.613	0.937065	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
438500	-105.524	-109.908	4.38385	3	8	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
438600	-108.599	-106.623	-1.9761	2	9	8	5	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
438700	-110.908	-115.947	5.03818	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
438800	-107.301	-112.409	5.1081	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
438900	-109.368	-113.987	4.61943	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
439000	-112.776	-118.043	5.26678	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
439100	-107.847	-111.155	3.3075	3	8	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
439200	-106.803	-110.043	3.24087	3	8	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
439300	-107.697	-109.704	2.0066	3	8	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
439400	-110.227	-106.575	-3.65257	3	8	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
439500	-106.26	-109.646	3.38556	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
439600	-106.069	-109.376	3.30659	3	8	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
439700	-108.99	-108.059	-0.931073	3	8	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
439800	-108.848	-104.675	-4.17374	2	9	8	5	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
